Date,US dollar (USD),Euro (EUR),Japanese yen (JPY),Canadian dollar (CAD),Chinese renmimbi (CNY),UAE dirham (AED),Korean won (KRW),Russian ruble (RUB),Indonesian rupiah (IDR)
1979-01-01,226,137.06,0,0,0,0,0,0,0
1979-01-02,226.8,137.29,43164.91,263.74,0,851.29,107470.04,0,138160.45
1979-01-03,218.6,134.01,43717.9,264.39,0,855.71,108027.43,0,138877.01
1979-01-04,223.15,136.79,43674.89,264.14,0,860.26,108602.47,0,139616.26
1979-01-05,225.5,138.35,44582.47,268.39,0,875.38,110510.44,0,142069.1
1979-01-08,223.1,136.38,44436.22,269.53,0,869.67,110356.27,0,141870.9
1979-01-09,224,137.29,44045.61,266.3,0,860.94,109248.42,0,140446.68
1979-01-10,220.7,135.48,43366.38,261.79,0,851.96,108108.33,0,138981.01
1979-01-11,220.65,135.94,43770.55,262.51,0,857.18,108771.66,0,139833.76
1979-01-12,217.6,134.08,42837.13,257.19,0,842.09,106856.59,0,137371.81
1979-01-15,216.85,133.83,42795.27,256.83,0,825.53,106819.82,0,135122.4
1979-01-16,220.65,135.62,43225.85,260.89,0,832.25,107689.84,0,136222.93
1979-01-17,227.25,139.22,44349.65,267.56,0,853.35,110419.75,0,139676.15
1979-01-18,231.75,141.66,44823.37,270.81,0,862.47,111599.19,0,141168.09
1979-01-19,230.55,141.14,46908.77,280.94,0,899.07,116335.53,0,147159.35
1979-01-22,235,144,46387.41,278.27,0,898.43,115493.28,0,146492.75
1979-01-23,230,141.14,45633.13,273.28,0,883.82,113615.29,0,144110.68
1979-01-24,236.1,144.69,46372.42,278.94,0,898.14,115455.95,0,146445.39
1979-01-25,233.85,143.98,46890.28,280.1,0,903.6,116157.91,0,147335.76
1979-01-26,235.45,144.64,46801.3,279.57,0,899.62,115646.54,0,146687.14
1979-01-29,235.2,145.25,46917.32,279.33,0,896.12,115498.47,0,146264.74
1979-01-30,233.5,144.09,46907.17,278.46,0,893.69,115185.51,0,145868.42
1979-01-31,233.7,144.84,45160.33,267.1,0,856.14,108235.82,0,139739.28
1979-02-01,229.35,142.85,47160.45,279.15,0,896.28,113310.67,0,146291.24
1979-02-02,230.3,143.48,46328.34,275.53,0,887.09,112148.33,0,144790.59
1979-02-05,243.1,150.26,47766.02,285.76,0,909.71,115919.09,0,149178.81
1979-02-06,244.5,150.8,48317.7,289.72,0,921.38,117405.39,0,151091.56
1979-02-07,251.6,153.67,48835.68,296.91,0,937.15,119415.05,0,153677.83
1979-02-08,250.5,153.49,50293.31,303.28,0,960.26,122359.78,0,157467.47
1979-02-09,246.75,151.3,48548.55,291.41,0,923.46,117670.31,0,151432.5
1979-02-12,244.25,150.01,49820.36,297.99,0,961.53,120300.06,0,156000.02
1979-02-13,240.6,148.1,48714.8,291.01,0,940.2,117630.47,0,152538.2
1979-02-14,240.65,148.25,47638.54,283.22,0,914.85,114459.38,0,148426.06
1979-02-15,247.75,152.37,49146.71,292.56,0,943.81,118083,0,153125.02
1979-02-16,247.05,152.19,49351.91,293.47,0,947.75,118576.02,0,153764.35
1979-02-19,248.1,152.84,50094.5,298.26,0,959.52,120360.21,0,156000.12
1979-02-20,247,152.24,49921.71,296.38,0,952.66,119499.17,0,154884.13
1979-02-21,250.75,154.63,50398.61,297.8,0,955.84,119897.88,0,155400.89
1979-02-22,252.35,155.4,50607.37,300.21,0,962.16,120691.79,0,156429.89
1979-02-23,251,154.44,50405.39,299.39,0,957.14,120061.85,0,155613.42
1979-02-26,248.6,152.73,50592.58,299.65,0,957.36,119622.72,0,156436.94
1979-02-27,247.9,152.46,50111.39,296.26,0,947.09,118340.15,0,154759.64
1979-02-28,251.3,154.64,50209.08,295.5,0,946.62,119929.27,0,154683.13
1979-03-01,248.8,153.27,50821.01,295.69,0,952.35,120655.24,0,155619.47
1979-03-02,248,152.83,50920.81,295.01,0,950.77,120454.16,0,155360.12
1979-03-05,238.15,147.01,49760.54,287.46,0,929.18,117567.52,0,151749.81
1979-03-06,239.75,147.91,48982.65,283.85,0,914.66,115729.63,0,149377.56
1979-03-07,242.25,149.08,49423,286.72,0,920.66,116488.99,0,150357.7
1979-03-08,239.2,147.09,48791.81,281.88,0,904.55,114450.39,0,147726.39
1979-03-09,241,148.43,49315.21,284.09,0,913.16,115539.75,0,149132.48
1979-03-12,240,148.01,49652.41,283.92,0,924.56,115638.16,0,150625.11
1979-03-13,239.1,147.76,50063.34,280.6,0,919.1,114954.93,0,149735.16
1979-03-14,239.5,147.76,49758.35,281.06,0,922.15,115336.32,0,150231.95
1979-03-15,240.1,148.22,49673.74,281.38,0,922.22,115344.94,0,150243.18
1979-03-16,244,150.77,49687,280.78,0,923.56,115512.68,0,150461.67
1979-03-19,242.25,149.66,50584.67,284.58,0,938.14,118090.17,0,152500.4
1979-03-20,242.1,149.41,50126.49,282.96,0,926.33,116603.61,0,150580.67
1979-03-21,239.9,148.28,49778.12,280.16,0,919.89,115793.24,0,149534.18
1979-03-22,242.85,149.85,49959.64,283.69,0,929.32,116979.62,0,151066.25
1979-03-23,242.5,149.7,49816.19,282.68,0,924.44,116365.52,0,150273.2
1979-03-26,245.25,150.98,50353.08,285.17,0,933.9,116508.05,0,152687.68
1979-03-27,244.35,150.72,51005.19,287.86,0,941.54,117461.86,0,153937.68
1979-03-28,244.4,150.69,50684.14,283.71,0,933.42,116448.67,0,152609.86
1979-03-29,241.5,149.12,50335.83,281.09,0,922.68,115108.3,0,150853.27
1979-03-30,240.1,148.04,50274.29,278.16,0,910.39,116123.63,0,148844.15
1979-04-02,239.7,148.52,50844.06,277.61,0,922.85,116233.1,0,150001.58
1979-04-03,240,148.77,51208.13,278.1,0,923.14,116269.03,0,150047.94
1979-04-04,239.75,148.51,51481.05,276.98,0,922.31,116164.31,0,149912.8
1979-04-05,240.65,149.14,51850.43,276.96,0,921.66,116082.23,0,149806.87
1979-04-06,239.75,148.52,51488.37,275.83,0,913.69,115078.67,0,148511.76
1979-04-09,240.2,149.87,51461.34,276.33,0,919.2,114762.1,0,150000.08
1979-04-10,239.75,149.27,50895.09,274.82,0,914.17,114134.81,0,149180.18
1979-04-11,238.35,148.25,50867.47,274.27,0,918.82,114715.17,0,149938.73
1979-04-12,233.95,145.91,50311.23,267.73,0,900.66,112447.72,0,146059.78
1979-04-13,233.95,145.88,50311.23,267.73,0,900.66,112447.72,0,146059.78
1979-04-16,233.95,145.88,50311.23,267.73,0,898.41,112447.72,0,146059.78
1979-04-17,231.9,144.82,50326.73,264.89,0,889.02,111271.53,0,144532.02
1979-04-18,233.2,145.35,50551.03,267.42,0,904.97,113268.11,0,147125.4
1979-04-19,240.9,149.87,52131.66,275.62,0,927.82,116127.64,0,150839.67
1979-04-20,236.4,147.67,51974.41,271.15,0,920.92,115264.49,0,149718.52
1979-04-23,236.85,147.78,51665.49,270.34,0,908.58,114579.4,0,147936.08
1979-04-24,239.7,149.25,52353.13,273.72,0,921.69,116233.1,0,150071.21
1979-04-25,241.8,150.41,52722.45,275.51,0,939.65,118498.16,0,152995.69
1979-04-26,242.2,150.7,52836.38,277.52,0,941.69,118754.23,0,153326.3
1979-04-27,243.7,151.15,53323.18,277.19,0,937.73,118255.67,0,152682.61
1979-04-30,245.3,152.76,54144.57,278.53,0,930.21,117423.25,0,152453.63
1979-05-01,247.3,152.8,54994.56,281.59,0,944.82,119266.63,0,154846.94
1979-05-02,246.3,153.16,55508.85,281.48,0,940.85,118765.67,0,154196.54
1979-05-03,246.5,153.28,55244.06,281.31,0,933.35,117819.48,0,152968.07
1979-05-04,248.45,154.48,54691.29,284.42,0,940.12,118673.52,0,154750.13
1979-05-07,248.45,154.48,54691.29,284.42,0,940.12,118673.52,0,154750.13
1979-05-08,248.95,154.76,56574.9,289.35,0,954.81,120528.72,0,157169.3
1979-05-09,247.95,154.12,52685.41,286.54,0,942.6,118987.18,0,155159.14
1979-05-10,252.25,157.08,53975.2,291.67,0,968.97,122316.14,0,159500.1
1979-05-11,251.5,156.73,54146.96,291.68,0,972.06,122705.37,0,160007.66
1979-05-14,251,156.42,53537.46,291.36,0,961.59,122157.99,0,156687.52
1979-05-15,255.5,159.57,54229.82,294.12,0,962.99,122336.43,0,156916.4
1979-05-16,256.5,160.1,54922.95,296.05,0,974.2,123759.9,0,158742.23
1979-05-17,256.8,160.68,55795.87,297.64,0,981.91,124739.14,0,159998.27
1979-05-18,256.4,161.08,56328.17,297.17,0,985.74,125226.43,0,160623.29
1979-05-21,262,164.85,57123.69,302.2,0,1000.06,127207.95,0,163164.92
1979-05-22,265.4,166.79,58180.64,307.21,0,1015.16,129128.58,0,165628.44
1979-05-23,264.15,165.89,57750.83,304.38,0,1002.64,127535.2,0,163584.67
1979-05-24,263.75,165.43,57519.28,303.87,0,1003.06,127589.66,0,163654.52
1979-05-25,270.6,170,59393.01,313.03,0,1031.15,131161.73,0,168828.9
1979-05-28,270.6,169.99,59393.01,313.03,0,1031.15,131161.73,0,168828.9
1979-05-29,273.8,172.21,61318.27,319.75,0,1051.75,133781.93,0,172201.57
1979-05-30,270.25,169.65,60036.88,316.31,0,1037.15,131925.49,0,169811.99
1979-05-31,274.6,172,61057.09,321.62,0,1048.41,133889.58,0,171656.12
1979-06-01,275.1,172.68,61222.17,322.65,0,1044.38,133374.11,0,170995.25
1979-06-04,272.9,171.04,60143.81,321.58,0,1049.47,131670.31,0,170917.71
1979-06-05,274.75,172.29,60913.26,323.92,0,1056.54,132556.74,0,172068.35
1979-06-06,280,175.7,61851.48,329.53,0,1078.68,135334.78,0,175674.45
1979-06-07,276.05,173.15,61289.15,329.06,0,1077.72,135213.88,0,175517.52
1979-06-08,280,175.45,60878.73,325.94,0,1071.68,134456.76,0,174534.72
1979-06-11,282.35,176.98,61768.21,331.84,0,1081.11,136496.64,0,176500.1
1979-06-12,277.75,173.99,61274.02,327.57,0,1056.13,133341.81,0,172420.68
1979-06-13,276.6,173.07,60790.57,323.41,0,1039.31,131218.88,0,169675.58
1979-06-14,279,174.47,61359.15,326.85,0,1053.58,133020.46,0,172005.16
1979-06-15,280,174.13,61190.07,327.23,0,1050.11,132582.05,0,171438.26
1979-06-18,278,172.81,61551.66,328.03,0,1074.16,132933.45,0,174950.29
1979-06-19,280.3,172.97,61040.1,328.57,0,1062.37,131473.67,0,173029.11
1979-06-20,281.35,173.13,61423.72,329.46,0,1063.32,131591.34,0,173183.97
1979-06-21,282.3,173.45,61430.43,329.77,0,1059.46,131114.13,0,172555.92
1979-06-22,283.45,173.68,60816.15,331.26,0,1063.62,131629.26,0,173233.88
1979-06-25,283.85,172.89,60879.62,332.82,0,1091.09,131766.63,0,173414.67
1979-06-26,281.45,172.23,60781.43,328.53,0,1084.63,130987.08,0,172388.72
1979-06-27,281.8,172.09,60768.25,326.94,0,1079.17,130326.71,0,171519.62
1979-06-28,275.9,168.39,60922.36,327.99,0,1073.84,129683.72,0,170673.4
1979-06-29,277.5,169.03,60161.4,322.55,0,1049.81,133065.59,0,166854.38
1979-07-02,282.5,172.26,61572.11,329.85,0,1071.55,135330.21,0,176657.16
1979-07-03,281.35,171.44,61559.81,328.36,0,1062.99,134248.86,0,175245.6
1979-07-04,283.5,172.12,61420.92,329.19,0,1057.84,133598.96,0,174397.23
1979-07-05,288.25,174.68,62193.33,333.88,0,1068.38,134929.5,0,176134.09
1979-07-06,290.25,176.45,63156.55,336.33,0,1086.04,137160.99,0,179047.03
1979-07-09,287.85,175.53,63192.96,335.6,0,1107.03,138313.36,0,181342.05
1979-07-10,290.5,176.61,63110.59,336.05,0,1096.44,136990.3,0,179607.39
1979-07-11,290.3,175.8,63196.57,336.94,0,1093.41,136611.84,0,179111.19
1979-07-12,290.75,176.13,63164.43,336.9,0,1096.24,136965.54,0,179574.92
1979-07-13,287.45,174.13,62730.71,335.21,0,1087.59,135884.67,0,178157.79
1979-07-16,292.8,176.89,63166.98,337.74,0,1100.87,136407.4,0,182092.48
1979-07-17,296.3,178.16,64137.25,343.76,0,1105.84,137022.48,0,182913.56
1979-07-18,302.15,181.13,64895.16,353.56,0,1129.83,139995.31,0,186882.04
1979-07-19,299.15,179.47,64755.67,349.48,0,1108.04,137295.62,0,183278.17
1979-07-20,298.75,180.51,64874.21,347.48,0,1112.32,137825.38,0,183985.36
1979-07-23,304.9,183.26,65495.3,352.87,0,1148.97,138444.25,0,189692.33
1979-07-24,305.25,183.27,65716.24,356.99,0,1148.22,138353.97,0,189568.62
1979-07-25,303.35,182.68,65194.28,353.05,0,1136.82,136980.27,0,187686.42
1979-07-26,305.2,183.91,65100.5,354.25,0,1132.92,136509.95,0,187041.99
1979-07-27,305.8,184.56,65782.55,357.44,0,1150.53,138632.62,0,189950.42
1979-07-30,301.4,182.35,66160.16,355.55,0,1158.63,138179.79,0,190251.6
1979-07-31,296.45,179.68,63972.92,345.15,0,1155.98,145048.8,0,189816.97
1979-08-01,290.1,175.64,62918.9,340.97,0,1128.24,141568.87,0,185262.99
1979-08-02,291.5,176.3,63431.67,344.48,0,1136.86,142649.94,0,186677.72
1979-08-03,286.5,173.57,62575.1,338.65,0,1118.66,140366.29,0,183689.23
1979-08-06,282.7,171.07,62104.33,337.18,0,1102.37,141538.66,0,185223.45
1979-08-07,285.1,172.69,61136.2,331.22,0,1095.36,140638.48,0,184045.44
1979-08-08,289,174.96,62136.97,335.95,0,1114.45,143089.7,0,187253.21
1979-08-09,297.1,179.36,63273.25,343.37,0,1126.02,144575.68,0,189197.82
1979-08-10,303.75,183.46,65453.44,355.17,0,1159.42,148864.17,0,194809.92
1979-08-13,298.75,180.6,65892.89,356.39,0,1162.82,150172.95,0,190062.57
1979-08-14,292,176.8,63535.89,343.47,0,1122.38,144950.82,0,183453.31
1979-08-15,301.85,182.82,65116.21,351.84,0,1149.7,148479.49,0,187919.27
1979-08-16,297.85,180.26,64350.69,347.01,0,1140.9,147342.47,0,186480.24
1979-08-17,300.55,181.98,64911.39,349.34,0,1151.44,148703.39,0,188202.64
1979-08-20,298.75,180.89,65015.91,349.65,0,1128.02,148634.44,0,188115.38
1979-08-21,300.5,181.99,65064.06,347.95,0,1132.37,149207.9,0,188841.17
1979-08-22,311,188.18,68362.95,363.17,0,1176.64,155040.77,0,196223.39
1979-08-23,310.05,187.54,67814.14,360.61,0,1166.31,153679.29,0,194500.27
1979-08-24,314.75,190.31,69005.75,367.11,0,1180.74,155581.43,0,196687.86
1979-08-27,314.75,190.31,69005.75,367.11,0,1187.79,155581.43,0,196687.86
1979-08-28,316.75,191.73,69720.07,369.33,0,1184.96,155211.21,0,196219.81
1979-08-29,315.2,190.67,69669.4,368.27,0,1174.63,153857.63,0,194508.61
1979-08-30,319.15,193.34,70216.85,373.28,0,1195.81,156632.94,0,198017.18
1979-08-31,315.1,190.38,69957.47,370.38,0,1188.99,153643.94,0,196887.96
1979-09-03,322.9,195.21,70663.6,372.21,0,1210.16,154726.85,0,199562.53
1979-09-04,325,196.34,71652.32,378.35,0,1233.29,157684.15,0,203376.78
1979-09-05,329,198.56,72842.19,384.53,0,1249.98,159818.39,0,206129.47
1979-09-06,335.5,201.76,75211.04,397.74,0,1291.93,165182.08,0,213047.4
1979-09-07,329.15,197.74,73062.7,386.06,0,1253.76,160302.2,0,206753.46
1979-09-10,336.3,201.8,74343.57,391.31,0,1276.39,163194.63,0,210259.34
1979-09-11,339.5,204.14,75034.56,393.08,0,1287.6,164628.53,0,212106.76
1979-09-12,337.1,202.6,74927.97,391.55,0,1292.28,165226.62,0,212877.34
1979-09-13,332.95,200.52,74863.16,389.24,0,1294.44,165502.48,0,213232.76
1979-09-14,345.8,208.27,77158.8,401.74,0,1358.25,173661.32,0,223744.57
1979-09-17,351.75,211.64,78404.26,407.83,0,1325.21,177565.09,0,219189.62
1979-09-18,375.75,226,83085.72,432.58,0,1401.42,187776.98,0,231795.36
1979-09-19,369,221.68,84013.09,437.76,0,1424.46,190862.82,0,235604.58
1979-09-20,380,225.5,82666.75,438.17,0,1411.93,189185.09,0,233533.56
1979-09-21,369,218.73,82970.35,435.67,0,1401.66,187808.46,0,231834.22
1979-09-24,380.4,225.76,84025.4,440.01,0,1429.7,190394.45,0,235620.65
1979-09-25,376.7,223.65,83744.28,439.15,0,1424.92,189757.46,0,234832.34
1979-09-26,373.75,221.44,81538.74,432.39,0,1385.95,184567.93,0,228410.1
1979-09-27,395.5,232.67,86286.79,448.92,0,1433.88,190950.85,0,236309.22
1979-09-28,397.25,233.23,89088.49,460.72,0,1474.44,191720.57,0,242994.79
1979-10-01,414.75,243.27,89971.75,463.7,0,1504.39,193719.37,0,249698.93
1979-10-02,426,251.66,98479.66,507.01,0,1647.48,212145.22,0,273449.35
1979-10-03,402,237.98,93915.8,486.25,0,1583.15,203862.06,0,262772.58
1979-10-04,384,227.75,88097.56,459.51,0,1489.63,191819.67,0,247250.27
1979-10-05,385,228.52,82378.01,428.57,0,1391.5,179182.77,0,230961.65
1979-10-08,372,224.06,85049.95,439.06,0,1437.14,187098.97,0,235360.56
1979-10-09,385.8,233.04,85177.05,441.45,0,1428.95,186031.91,0,234018.26
1979-10-10,413,247.46,92305.78,480.01,0,1540.63,200571.87,0,252308.75
1979-10-11,401.5,241.06,90552.16,469.85,0,1509.82,196560.64,0,247262.84
1979-10-12,395,237.4,88219.69,455.01,0,1466.44,190913.15,0,240158.6
1979-10-15,402.9,242.74,92023.66,470.9,0,1520.71,197737.09,0,250415.9
1979-10-16,394.25,237.97,92475.91,468.03,0,1514.42,196918.7,0,249379.49
1979-10-17,386,233.32,90520.28,454.13,0,1473.54,191603.59,0,242648.39
1979-10-18,380.5,229.4,88734.1,450.59,0,1451.69,188761.92,0,239049.67
1979-10-19,393,236.93,89644.5,458.77,0,1475.44,191849.68,0,242960.05
1979-10-22,392,236.85,92412.14,467.44,0,1503.25,195705.43,0,247843
1979-10-23,385,233.43,91351.03,459.6,0,1498.67,195109.29,0,247088.04
1979-10-24,395,238.99,91215.14,460.04,0,1505.51,195999.77,0,248215.75
1979-10-25,391.8,236.8,91551.53,461,0,1512.59,196921.5,0,249383.04
1979-10-26,375,227.05,87847.48,442.71,0,1455.81,189529.23,0,240021.4
1979-10-29,374,227.05,88354.14,442.93,0,1422.24,190044.11,0,234062.53
1979-10-30,377.6,229.12,89523.83,444.35,0,1446.92,193342.01,0,238124.29
1979-10-31,382,231.45,90261.12,449.29,0,1455.88,183783.85,0,239598.91
1979-11-01,378.5,229.08,90343.69,449.24,0,1458.69,184138.53,0,240061.31
1979-11-02,372.8,224.9,87451.5,442.67,0,1436.77,181370.76,0,236452.97
1979-11-05,381,229.5,89567.25,448.25,0,1417.73,183580.03,0,236227.35
1979-11-06,384.3,232.42,91293.84,453.47,0,1433.36,185604.54,0,238832.45
1979-11-07,395,237.68,94304.41,464.16,0,1446.25,187273.05,0,240979.46
1979-11-08,389.5,235.34,94877.78,465.54,0,1460.82,189159.33,0,243406.69
1979-11-09,389.5,235.21,94910.28,463.56,0,1445.54,187181.47,0,240861.61
1979-11-12,393.25,237.98,97156.08,467.08,0,1474.8,187111.86,0,245613.54
1979-11-13,387.2,234.05,95666.84,459.26,0,1456.38,184774.96,0,242546.01
1979-11-14,390,234.56,94744.93,459.91,0,1458.46,185039.47,0,242893.22
1979-11-15,386,232.2,95632.21,458.73,0,1431.77,181652.9,0,238447.81
1979-11-16,390.35,234.16,95286.95,456.91,0,1418.56,179976.4,0,236247.15
1979-11-19,389.85,232.51,95623.36,459.8,0,1467.42,179599.03,0,243973.61
1979-11-20,387.75,231.48,95814.65,457.63,0,1473.11,180295.32,0,244919.47
1979-11-21,396.15,235.64,98469.92,465.61,0,1498.49,183402.79,0,249140.77
1979-11-22,393.15,234.26,98227.78,464.66,0,1491.35,182528.87,0,247953.61
1979-11-23,392,233.75,97141.7,458.74,0,1481.03,181264.92,0,246236.61
1979-11-26,395.25,234.97,98613.57,460.53,0,1468.75,182654.64,0,248124.46
1979-11-27,393.75,233.94,98172.37,460.9,0,1471.67,183018.2,0,248618.33
1979-11-28,411.2,244.13,100859.32,475.05,0,1504.97,187159.28,0,254243.72
1979-11-29,411.7,243.78,102304.18,480.97,0,1521.62,189228.89,0,257055.15
1979-11-30,415.65,244.87,104134.1,488.14,0,1532.61,201557.69,0,258912.66
1979-12-03,428.75,250.15,106564.92,499.17,0,1605.24,205514,0,267862.82
1979-12-04,431.2,253.44,107709.58,505.75,0,1644.87,210587.95,0,274476.12
1979-12-05,426.4,252.6,104888.52,497.78,0,1627.24,208330.52,0,271533.83
1979-12-06,433.75,256.43,105700,507.08,0,1645.98,210730.07,0,274661.35
1979-12-07,430.4,255.91,103067.19,499.49,0,1643.53,210415.83,0,274251.78
1979-12-10,431.15,256.1,100364.82,502.22,0,1629.31,211397.11,0,269363.65
1979-12-11,445.5,262.89,103219.2,515.08,0,1655.96,214854.02,0,273768.46
1979-12-12,446.25,263,106939.65,521.88,0,1679.45,217902.98,0,277653.46
1979-12-13,458.8,270.17,110462.49,535.67,0,1703.74,221054.33,0,281668.95
1979-12-14,456.8,269.8,111349.72,539.1,0,1710.98,221993.7,0,282865.89
1979-12-17,469.5,276.99,109990.88,540,0,1732.62,222626.12,0,288417.03
1979-12-18,477.75,281.22,113394.49,555.88,0,1781.14,228861.27,0,296494.8
1979-12-19,488.5,287.18,117981.95,580.39,0,1853.2,238120.02,0,308489.72
1979-12-20,471.5,277.57,112844.09,560.31,0,1794.65,230597.29,0,298743.85
1979-12-21,473.1,278.61,113275.72,558.24,0,1783.51,229165.64,0,296889.11
1979-12-24,473.1,277.44,113218.97,557.05,0,1874.79,228724.23,0,295553.13
1979-12-25,473.1,277.44,113218.97,557.05,0,1874.79,228724.23,0,295553.13
1979-12-26,473.1,277.44,113218.97,557.05,0,1874.79,228724.23,0,295553.13
1979-12-27,473.1,275.92,121724.64,597.15,0,1978.03,241319.52,0,311828.53
1979-12-28,512,299.02,123650.71,604.31,0,2007.45,244909.49,0,316467.42
1979-12-31,512,299.12,125630.27,611.81,0,2055.87,253615.89,0,324101.29
1980-01-01,512,299.12,125630.27,611.81,0,2055.87,253615.89,0,324101.29
1980-01-02,559.5,325.32,133142.75,650.63,0,2171.67,267900.86,0,342356.35
1980-01-03,634,368.66,150523.23,739.5,0,2457.46,303156.54,0,387410.36
1980-01-04,588,342.56,139976.87,696.29,0,2320.07,286207.75,0,365751.12
1980-01-07,633.5,368.22,146612.52,740.48,0,2439.34,300920.8,0,395937.82
1980-01-08,610,355.16,144534.46,719.95,0,2370.8,292465.54,0,384812.78
1980-01-09,607.2,353.19,140712.22,699.4,0,2302.68,284062.54,0,373756.5
1980-01-10,602.85,351.34,143335.49,709.14,0,2344.51,289222.42,0,380545.63
1980-01-11,623,363.71,144022.17,710.25,0,2353.53,290335.39,0,382010.02
1980-01-14,660,385.03,152960.9,755.27,0,2413.22,305773.47,0,402493.45
1980-01-15,684,400.37,163350.73,794.89,0,2539.35,321754.15,0,423529.02
1980-01-16,760,444.09,182227.21,889.46,0,2860.32,362423.45,0,477062.52
1980-01-17,750,438.5,174614.59,845.57,0,2711.96,343625.77,0,452318.91
1980-01-18,835,487.96,197571.03,958.6,0,3062.89,388091.18,0,510849.28
1980-01-21,850,497.88,203368.35,978.46,0,3163.1,396578.89,0,528259.43
1980-01-22,737.5,433.05,182912.24,883.88,0,2873.62,360284.72,0,479914.09
1980-01-23,695,407.36,154157.64,753.39,0,2444.28,306455.33,0,408211.13
1980-01-24,717,420.84,170461.3,824.34,0,2678.01,335759.93,0,447246.07
1980-01-25,668,392.36,165544.62,802.52,0,2617.56,328181.13,0,437150.8
1980-01-28,624,367.71,151060.72,731.66,0,2363.82,300576.91,0,400380.83
1980-01-29,674.25,397.03,161914.93,789.9,0,2538.37,322772.09,0,429945.73
1980-01-30,691,406.28,168187.86,817.49,0,2624.54,333729.06,0,444540.87
1980-01-31,653,385.01,159889.73,774.1,0,2490.45,387525.23,0,421828.9
1980-02-01,676.5,398.89,162339.94,780.81,0,2510.11,390583.93,0,425158.36
1980-02-04,669.75,394.51,161421.16,778.58,0,2499.23,386604.83,0,420003.74
1980-02-05,682,401.55,158624.5,767.72,0,2453.7,379561.12,0,412351.52
1980-02-06,709,416,167040.14,806.61,0,2558.27,395737.31,0,429925.18
1980-02-07,699.25,411.02,169113.17,815.57,0,2601.74,402461.46,0,437230.22
1980-02-08,692,407.18,166396.37,797.83,0,2546.12,393857.33,0,427882.79
1980-02-11,710.5,416.94,172540.38,828.44,0,2672.59,407666.23,0,442884.64
1980-02-12,694.5,408.16,170027.71,816.59,0,2640.79,402815.21,0,437614.54
1980-02-13,696.75,408.22,168263.82,806.82,0,2597.02,396138.18,0,430360.68
1980-02-14,682,399.78,167463.92,798.35,0,2564.01,391103.77,0,424891.35
1980-02-15,667,391.86,163960.37,783.22,0,2532.86,386352.6,0,419729.72
1980-02-18,661.5,388.97,162932.83,773.68,0,2488.16,380859.88,0,415558.35
1980-02-19,652.25,385.06,162367.07,767.28,0,2501.76,382941.32,0,417829.42
1980-02-20,606,357.55,153816.75,721.24,0,2355.23,361902.56,0,393356.85
1980-02-21,665,392.31,158940.79,744.12,0,2427.2,372961.26,0,405376.7
1980-02-22,630,373.37,159073.89,740.72,0,2427.08,372942.07,0,405355.84
1980-02-25,616.5,366.23,155220.79,719.15,0,2333.12,362299.84,0,390453.7
1980-02-26,642.25,381.78,157881.53,731.93,0,2377.31,369163.09,0,397850.28
1980-02-27,636,377.81,156184.59,719.88,0,2337.27,362944.91,0,391148.89
1980-02-28,646,383.84,158453.03,730.98,0,2373.31,368540.79,0,397179.62
1980-02-29,637,381.48,161055.96,732.64,0,2393.31,371647.87,0,400528.15
1980-03-03,633.75,380.82,157829.42,727.78,0,2403.67,375020.3,0,402031.74
1980-03-04,631.25,380.24,155964.8,729.3,0,2394.67,373616.34,0,400526.65
1980-03-05,643.5,387.82,158456.88,735.03,0,2421.94,377871.68,0,405088.49
1980-03-06,626,378.59,157449.72,731.45,0,2402.21,374792.78,0,401787.83
1980-03-07,609,368.65,149300.29,696.78,0,2286.12,356680.41,0,382370.89
1980-03-10,585,355.97,149108.16,700.46,0,2254.28,358492.4,0,376246.83
1980-03-11,570.25,347.63,140653.23,662.51,0,2120.66,337243.24,0,353945.3
1980-03-12,585.7,356.17,144158.71,678.69,0,2163.68,344085.72,0,361126.65
1980-03-13,556.5,340.69,142477.01,671.18,0,2144.26,340996.69,0,357884.64
1980-03-14,523,322.58,125192.69,592.37,0,1884.13,299629.33,0,314468.55
1980-03-17,484,304.93,119725.48,568.86,0,1801.37,289961.92,0,299313.7
1980-03-18,481.5,303.63,117851.96,558.8,0,1771.56,285162.84,0,294359.84
1980-03-19,527,331.56,127738.32,604.24,0,1921.93,309368.14,0,319345.81
1980-03-20,561,351.56,139356.81,661.18,0,2092.9,336888.69,0,347753.95
1980-03-21,525,331.04,133167.03,631.96,0,2012.85,324002.13,0,334451.77
1980-03-24,558.25,353.79,135532.96,644.65,0,2023.03,328849.29,0,339604.7
1980-03-25,547.25,347.96,136687.02,653.27,0,2032.78,330434.6,0,341241.86
1980-03-26,507.5,322.01,130771.97,621.94,0,1941.26,315557.28,0,325877.97
1980-03-27,485.25,311.55,121527.98,577.15,0,1813.98,294868.42,0,304512.45
1980-03-28,490,315.84,122274.67,580.38,0,1830.18,297500.47,0,307230.58
1980-03-31,494.5,321.56,125800.01,599.47,0,1890.49,294925.42,0,316964.84
1980-04-01,509.5,335.24,131003.56,616.56,0,1954.24,304870.49,0,327653.1
1980-04-02,500.5,326.94,125713.3,592.63,0,1878.77,293096.81,0,314999.59
1980-04-03,485.75,317.99,126416.88,585.7,0,1866.97,291257.1,0,307143.64
1980-04-04,485.75,317.99,126416.88,585.7,0,1866.97,291257.1,0,307143.64
