Date,US dollar (USD),Euro (EUR),Japanese yen (JPY),Canadian dollar (CAD),Chinese renmimbi (CNY),UAE dirham (AED),Korean won (KRW),Russian ruble (RUB),Indonesian rupiah (IDR)
2013-03-07,1579.5,1207.34,149523.36,1626.96,9824.81,5801.5,1717113.94,48468.52,15309303.75
2013-03-08,1581.75,1218.47,152140.62,1624.22,9830.1,5809.77,1724581.72,48740.83,15318457.88
2013-03-11,1579,1213.26,151773.47,1621.24,9818.38,5799.67,1728649.57,48532.93,15311563
2013-03-12,1594,1224.18,153008.04,1634.41,9908.62,5854.76,1745907.89,48940.98,15457018
2013-03-13,1589.25,1227.27,152583.88,1632.56,9875.28,5837.31,1744122.34,48937.36,15400627.13
2013-03-14,1586,1221.83,152446.31,1627.31,9857.78,5825.38,1759111.75,48817.47,15388165
2013-03-15,1595.5,1221.11,151732.04,1626.05,9913.64,5860.27,1771722.9,48866.16,15483529.75
2013-03-18,1603.75,1237.65,152187.84,1638.63,9968.59,5890.57,1787780.31,49431.97,15574016.25
2013-03-19,1610.75,1249.95,152779.62,1654.96,10011.94,5916.2,1790187.39,49787.06,15643604
2013-03-20,1607.5,1241.31,153524.27,1650.5,9985.47,5904.27,1794291.42,49614.66,15631330
2013-03-21,1613.75,1248.5,153394.99,1652.56,10028.33,5927.22,1800541.56,49857.67,15706628.75
2013-03-22,1607.75,1237.02,151916.28,1643.84,9987.66,5905.19,1799634.73,49557.27,15663504.38
2013-03-25,1599.25,1241.41,150873.24,1634.11,9932.46,5874.04,1776406.76,49419.62,15567099.5
2013-03-26,1598,1242.71,150563.54,1624.61,9925.18,5869.45,1766908.52,49365.8,15550937
2013-03-27,1603,1254.21,151275.1,1630.17,9961.04,5887.82,1781934.88,49795.58,15588373.5
2013-03-28,1598.25,1244.65,150267.45,1623.74,9932,5870.37,1778212.72,49680.64,15530994.38
2013-03-29,1598.25,1244.65,150267.45,1623.74,9932,5870.37,1778212.72,49680.64,15530994.38
2013-04-01,1598.25,1244.07,149052.79,1625.1,9921.93,5870.45,1781728.79,49737.12,15562959.38
2013-04-02,1583.5,1233.4,148009.72,1607.65,9815.48,5816.19,1770511.12,49472.1,15418539.5
2013-04-03,1574.75,1225.68,146231.26,1595.14,9765.02,5784.06,1759940.37,49667.99,15349088.25
2013-04-04,1546.5,1203.13,149036.2,1569.31,9589.85,5680.29,1737879.38,48967.2,15076828.5
2013-04-05,1568,1204.12,152362.56,1599.75,9723.17,5759.19,1774388,49560.39,15288000
2013-04-08,1575,1209.96,155743.87,1605.63,9770.2,5784.97,1795696.88,49219.52,15353887.5
2013-04-09,1577.25,1207.93,156155.62,1602.25,9782.73,5792.84,1797197.44,49151.83,15330870
2013-04-10,1575,1203.67,156720.36,1597.92,9755.39,5784.58,1788845.47,48593.47,15261750
2013-04-11,1565,1192.24,155795.73,1582.45,9697.21,5747.85,1766962.94,48208.64,15185195
2013-04-12,1535.5,1172.36,151615.26,1556.15,9508.12,5639.51,1734001.61,47652.94,14913543.75
2013-04-15,1395,1066.19,136654.19,1424.64,8631,5123.83,1563306.61,43755.2,13548240
2013-04-16,1380,1051.03,134874.28,1412.64,8532.68,5068.67,1538803.43,43328.2,13409460
2013-04-17,1392,1067.32,135838.31,1431.18,8591.84,5112.47,1556882.33,44109.68,13516320
2013-04-18,1393.75,1065.4,136901.08,1428.38,8615.19,5118.89,1566156.81,44079.77,13539584.38
2013-04-19,1405.5,1074.42,139481.81,1441.97,8682.62,5162.05,1568889.38,44337.18,13650918.75
2013-04-22,1424.5,1093.21,141438.6,1462.75,8807.11,5232.19,1593979.68,45107.91,13842578.75
2013-04-23,1408,1081.83,139898.86,1444.54,8700.17,5171.79,1578297.53,44566.01,13690688
2013-04-24,1428.5,1099.23,141957.19,1467.43,8825.42,5246.95,1596562.89,45052.74,13881448.75
2013-04-25,1451,1115.64,144359.98,1479.66,8953.68,5329.6,1613838.26,45160.56,14100818
2013-04-26,1471.5,1129.58,143736.11,1496.74,9071.8,5404.89,1636234.35,45971.49,14303715.75
2013-04-29,1467.5,1120.23,144035.12,1487.97,9047.14,5390.42,1624962.46,45376.93,14264833.75
2013-04-30,1469,1114.23,143095.27,1477.59,9056.38,5396.08,1617809.41,45483.9,14282352.5
2013-05-01,1454.75,1102.67,141612.62,1466.6,8968.53,5343.51,1602115.89,45606.04,14143806.88
2013-05-02,1469.25,1123.88,144015.87,1481.52,9044.7,5396.63,1618452.05,45829.95,14306087.25
2013-05-03,1469.25,1120.15,145367.58,1481.52,9044.11,5396.55,1612061.03,45561.43,14302414.13
2013-05-06,1469.25,1125.3,145911.21,1482.25,9060.42,5396.55,1608020.59,45700.28,14302414.13
2013-05-07,1444.25,1103.75,143089.06,1451.33,8888.06,5304.73,1576218.34,44812.19,14059051.63
2013-05-08,1468,1114.36,145067.75,1472.18,9014.99,5391.96,1594871.61,45623.58,14283640
2013-05-09,1465.5,1119.13,145531.47,1468.94,8984.83,5382.78,1599080.18,45703.81,14259315
2013-05-10,1426.5,1099.68,145189.17,1443.26,8761.13,5239.46,1577922.84,44817.06,13885551
2013-05-13,1430.75,1102.06,145571.65,1445.84,8794.53,5255.14,1590600.33,44863.65,13931928.13
2013-05-14,1433.75,1104.71,146292.66,1456.62,8807.24,5266.16,1586659.3,44912.56,13961140.63
2013-05-15,1410,1096.25,144419.23,1434.89,8665.72,5178.93,1571656.36,44385.74,13743975
2013-05-16,1381,1069.13,140806.75,1402.89,8492.04,5072.41,1541886.5,43263.13,13464750
2013-05-17,1368.75,1067.34,140947.02,1406.18,8406.72,5027.42,1528209.38,43011.59,13352840.63
2013-05-20,1354.75,1053.75,138814.45,1392.61,8316.67,4976,1512917.06,42349.48,13218973.13
2013-05-21,1360.75,1057.1,139538.11,1401.5,8349.02,4998.03,1511384.96,42566.98,13284321.88
2013-05-22,1408.5,1093.85,145786.78,1455.75,8635.65,5173.42,1568892.94,44073.35,13754706.75
2013-05-23,1380.5,1069.99,140031.01,1427.78,8467.99,5070.58,1557997.72,43354.6,13489555.75
2013-05-24,1390.25,1075.17,140672.44,1435.36,8524.46,5106.39,1567159.31,43555.13,13586218.13
2013-05-27,1390.25,1074.47,140519.51,1434.95,8509.86,5106.6,1560312.26,43596.5,13610547.5
2013-05-28,1376.5,1070.75,140884.76,1429.7,8426.24,5055.88,1551108.82,43339.08,13479376.25
2013-05-29,1382.5,1066.17,139514.98,1437.25,8470.16,5077.92,1566234.12,43614.4,13551956.25
2013-05-30,1413.5,1082.77,142657.47,1455.69,8666.03,5191.78,1593650.51,44863.07,13859367.5
2013-05-31,1394.5,1076,140809.62,1441.28,8554.56,5121.93,1575366.58,44535.1,13659127.5
2013-06-03,1402.5,1076.4,139639.89,1450.96,8599.71,5151.38,1582089.85,44773.04,13751512.5
2013-06-04,1399.5,1070.65,140152.91,1447.71,8576.97,5140.36,1570518.83,44689.53,13715100
2013-06-05,1404,1072.9,139361.03,1455.32,8603.43,5156.89,1566653.19,45127.71,13748670
2013-06-06,1400,1061.05,137725,1444.45,8590.68,5142.13,1562189.8,45135.99,13709500
2013-06-07,1386,1048.37,134975.6,1414.76,8501.03,5090.64,1548265.88,44643.05,13589730
2013-06-10,1383.25,1048.35,137135.4,1409.05,8484.16,5080.75,1559441.47,44741.56,13573140.63
2013-06-11,1374.25,1035.26,133109.83,1400.02,8428.96,5047.55,1557368.81,44597.85,13502006.25
2013-06-12,1382.75,1036.82,132322.25,1407.98,8481.1,5078.77,1567519.97,44517.63,13633915
2013-06-13,1385,1041.39,130501.61,1408.06,8496.14,5087.04,1571143.87,44351.15,13687262.5
2013-06-14,1391.25,1042.92,131591.37,1414.83,8529.47,5109.92,1567312.42,44011.7,13735115.63
2013-06-17,1384.75,1037.46,131274.28,1408.29,8481.59,5086.12,1559574.69,43986.92,13691715.63
2013-06-18,1366.75,1020.53,130654.45,1395.79,8376.13,5020,1545862.32,43780.07,13537658.75
2013-06-19,1372.75,1024.13,130418.1,1398.76,8410.7,5042.04,1552237.06,44330.21,13600520.63
2013-06-20,1292.5,981.03,126774.85,1338.77,7920.7,4747.29,1480817.19,42486.74,12828062.5
2013-06-21,1295.25,985.99,126254.48,1356,7943.64,4757.39,1492451.81,42547.33,12855356.25
2013-06-24,1286.75,982.67,125554.63,1354.5,7907.21,4726.17,1494366.92,42386.18,12777427.5
2013-06-25,1279,978.24,125003.05,1344.55,7859.84,4697.64,1483831.73,42116.37,12687680
2013-06-26,1236.25,950.78,120454.02,1294.54,7599.23,4540.68,1427250.63,40754.69,12269781.25
2013-06-27,1232.75,948.05,121444.37,1293.22,7580.18,4527.77,1417261.62,40402.75,12235043.75
2013-06-28,1192,917.03,118407.31,1257.5,7316.02,4378.22,1361323.37,39130.96,11830600
2013-07-01,1242.75,953.36,123958.09,1305.2,7621.41,4564.68,1407227.78,40955.76,12337400.63
2013-07-02,1252.5,960.91,125757.26,1321.07,7681.58,4600.43,1420303.5,41409.52,12441082.5
2013-07-03,1250,963.61,124618.74,1316.81,7663.5,4591.25,1429687.5,41465.61,12425000
2013-07-04,1251.75,969.33,125206.29,1315.71,7667.97,4597.68,1425993.54,41558.1,12442395
2013-07-05,1212.75,944.91,122372.54,1284.06,7437.31,4454.43,1385354.59,40410.34,12057766.88
2013-07-08,1235.25,960.2,124865.24,1304.36,7576.65,4537.07,1423347.57,41081.62,12296913.75
2013-07-09,1255.5,981.93,126887.09,1322.48,7695.59,4611.45,1433404.29,41478.57,12501641.25
2013-07-10,1256,976.86,125731.87,1320.37,7704.43,4613.29,1426439.14,41371.24,12516040
2013-07-11,1285,985.35,126880.89,1336.53,7883.73,4719.8,1441962.63,41858.87,12811450
2013-07-12,1279.75,980.39,127239.13,1329.72,7854.47,4700.59,1439078.88,41783.69,12787901.88
2013-07-15,1284.75,984.67,128314.41,1337.23,7885.54,4718.95,1441425.2,41934.55,12869983.13
2013-07-16,1291.5,983.06,128226.56,1342.58,7923.35,4743.74,1443897,41888.05,12960202.5
2013-07-17,1297.25,990.76,129407.16,1352.71,7959.02,4764.8,1454865.88,41984.71,13030876.25
2013-07-18,1283.25,980.22,129127.03,1333.75,7880.82,4713.38,1445260.31,41567.03,12909495
2013-07-19,1295.75,986.15,130086.81,1344.02,7953.18,4759.29,1453507.56,41945.04,13057920.63
2013-07-22,1327,1005.8,131963.5,1372.12,8149.5,4874.14,1484813.22,42903.23,13356255
2013-07-23,1333.5,1008.81,133036.63,1372.37,8184.22,4898.01,1489585.92,43146.06,13601700
2013-07-24,1335,1008.58,133720.27,1373.38,8191.56,4903.45,1485654.55,43229.63,13697100
2013-07-25,1326,1001.85,132096.11,1363.06,8134.61,4870.53,1479948.41,43278.64,13614705
2013-07-26,1331,1003.43,130611.02,1370.2,8161.16,4888.76,1478940.52,43706.03,13662715
2013-07-29,1329.75,1003.32,130282.24,1364.46,8154.69,4884.17,1476753.6,43627.76,13659856.88
2013-07-30,1324.15,999.28,129839.51,1362.68,8119.29,4863.6,1474837.9,43611.86,13602329.87
2013-07-31,1314.5,989.95,129287.64,1351.37,8056.44,4828.16,1476741.91,43427.66,13509773.75
2013-08-01,1315,993.69,130480.86,1358.2,8061.61,4829.99,1477533.81,43510.72,13518200
2013-08-02,1309.25,985.66,129308.08,1357.36,8024.92,4808.87,1471106.03,43054.34,13465636.25
2013-08-05,1304.75,985.46,128635.3,1356.81,7991.2,4792.35,1453360.9,42933.43,13419353.75
2013-08-06,1280.5,962.09,124983.2,1328.39,7838.84,4703.34,1428525.61,42189.13,13169942.5
2013-08-07,1282.5,962.91,123870.25,1336.94,7847.87,4710.62,1434668.5,42318,13190512.5
2013-08-08,1298.25,969.89,124495.67,1345.64,7948.53,4768.47,1444952.25,42717.29,13352501.25
2013-08-09,1309,980.41,125997.78,1348.47,8015.01,4807.96,1455967.85,43008.83,13463065
2013-08-12,1341,1008.76,129493.65,1381.43,8210,4925.49,1492935.04,44234.22,13798890
2013-08-13,1328.5,1003.66,130452.05,1374.13,8132.68,4879.58,1481576.22,44013.86,13670265
2013-08-14,1326.5,999.89,130069.95,1369.28,8117.65,4872.23,1483922.13,43884.59,13653001.25
2013-08-15,1329.75,1003.47,130096.08,1375.89,8128.1,4884.17,1487557.82,43885.06,13762912.5
2013-08-16,1369.25,1026.96,133604.56,1417.24,8372.96,5029.25,1524796.6,44998.34,14219661.25
2013-08-19,1365,1022.43,133735.86,1409.7,8357.76,5013.64,1522725.48,44946.02,14318850
2013-08-20,1372.5,1022.23,133324.65,1425.55,8406.01,5041.19,1538400.94,45211.16,14665162.5
2013-08-21,1363,1018.91,133144.65,1423.72,8346.19,5006.3,1522879.63,45032.01,14686325
2013-08-22,1375.5,1030.72,135631.17,1445.86,8419.57,5052.21,1544617.66,45455.12,14879471.25
2013-08-23,1377.5,1027.72,135642.41,1449.75,8431.68,5059.63,1538598.56,45428.77,14849450
2013-08-26,1377.5,1029.95,135731.95,1448.23,8433.74,5059.56,1532675.24,45483.31,14938987.5
2013-08-27,1419.25,1059.66,137958.18,1490.99,8688.22,5212.9,1584344.19,47096.94,15505306.25
2013-08-28,1419.5,1064.05,138692.23,1488.49,8687.62,5213.82,1583345.51,47125.25,15536427.5
2013-08-29,1407.75,1064.5,138571.87,1480.04,8616.13,5170.74,1562215.16,46767.2,15393746.25
2013-08-30,1394.75,1057.75,136845.88,1471.32,8535.17,5122.99,1548241.97,46449.35,15230670
2013-09-02,1392.25,1055.65,138326.99,1467.85,8520.01,5113.73,1532101.45,46461.46,15266021.25
2013-09-03,1399.5,1063.69,139677.09,1475.14,8565.78,5140.43,1536510.91,46869.31,15485467.5
2013-09-04,1390,1053.23,138353.63,1457.41,8506.94,5105.54,1521424.23,46335.85,15380350
2013-09-05,1385,1055.72,138548.46,1455.84,8476.06,5087.17,1521249.38,46309.54,15325025
2013-09-06,1387,1054.11,137208.96,1440.19,8489.13,5094.52,1517100.33,46206.51,15499725
2013-09-09,1390,1048.82,138409.25,1441.5,8508.19,5105.47,1510651.73,46018.45,15512400
2013-09-10,1358.25,1023.82,136402.24,1406.53,8312.49,4988.85,1472512.78,44745.15,15259938.75
2013-09-11,1363.75,1025.26,136354.52,1409.16,8344.1,5009.12,1481748.34,44806.33,15471743.75
2013-09-12,1328,997.86,131618.06,1370.03,8124.7,4877.74,1440813.54,43329.65,15072800
2013-09-13,1318.5,994.38,130973.19,1362.8,8067.64,4842.92,1433242.33,42859.48,15044085
2013-09-16,1324,991.57,130797.95,1365.24,8103.28,4863.05,1432931.97,42707.93,15063810
2013-09-17,1312.25,983.03,130365.46,1350.5,8032.94,4819.89,1422511.68,42282,15018701.25
2013-09-18,1301,974.68,128720.92,1342.31,7963.68,4778.57,1410316.4,41989.77,14928975
2013-09-19,1365.5,1008.31,135833.1,1396.02,8358.5,5015.41,1480236,43239.24,15406253.75
2013-09-20,1349.25,998.74,134419.03,1387.91,8259.03,4955.79,1462620.6,42933.12,15313987.5
2013-09-23,1323,980.54,130573.47,1362.16,8098.08,4859.31,1420835.79,42070.39,15141735
2013-09-24,1314.25,974.06,129683.6,1353.61,8044.52,4827.24,1409270.02,41900.32,15074447.5
2013-09-25,1322.75,979.27,130542.18,1361.84,8095.23,4858.39,1424932.44,42444.4,15191783.75
2013-09-26,1333,988.8,131907,1377.19,8159.83,4896.04,1433108.11,43065.89,15272847.5
2013-09-27,1341,990.29,131759.94,1381.56,8207.19,4925.43,1439764.52,43359.55,15471787.5
2013-09-30,1326.5,979.94,130162.81,1363.51,8120.83,4872.17,1425556.13,42963.33,15360870
2013-10-01,1290.75,954.31,126622.56,1332.76,7901.97,4741.05,1385942.81,41613.12,14882347.5
2013-10-02,1306.25,961.15,127058.92,1350.47,7996.86,4797.99,1402912.5,42080.5,15061062.5
2013-10-03,1316,965.98,128033.63,1357.32,8056.55,4833.73,1413384,42212.66,15170190
2013-10-04,1309.75,963.37,127222.56,1349.5,8018.29,4810.71,1401858.11,42143.17,15091594.38
2013-10-07,1323.5,975.21,128425.81,1363.2,8102.47,4861.21,1418163.21,42682.88,15253337.5
2013-10-08,1329.5,977.83,128895.02,1372.91,8138,4883.25,1427583.73,42812.55,15310522
2013-10-09,1304,964.75,126742.27,1355.83,7981.91,4789.59,1400202.47,42187.65,15038380
2013-10-10,1298.5,960.25,127369.86,1348.3,7941.37,4769.39,1394264.38,41797.41,14919765
2013-10-11,1265.5,933.09,124404.97,1314.28,7745.62,4648.18,1355856.58,40861.4,14382407.5
2013-10-14,1285.5,946.19,126126.82,1330.04,7851.71,4721.64,1377445.26,41502.69,14609707.5
2013-10-15,1270.5,940.87,125264.93,1317.32,7753.35,4666.55,1355369.15,40978.06,14439232.5
2013-10-16,1273.5,943.93,125904.57,1317.94,7767.71,4677.56,1357009.7,40972.94,14473327.5
2013-10-17,1319.25,965.49,128976.48,1356.91,8045.05,4845.6,1403055.23,42120.68,14947102.5
2013-10-18,1316.5,961.26,128707.62,1353.82,8026.44,4835.64,1396576.05,41910.44,14906071.25
2013-10-21,1317.5,963.4,129306.02,1356.3,8026.87,4839.18,1399481.25,42031.54,14933862.5
2013-10-22,1333,967.8,130840.61,1370.99,8122.63,4896.11,1414112.86,42242.43,15051569.5
2013-10-23,1331.25,965.9,129517.3,1383.03,8098.66,4889.68,1405733.37,42273.83,15001856.25
2013-10-24,1344.75,974.21,130945.03,1402.78,8178.77,4939.27,1426846.73,42604.36,15000686.25
2013-10-25,1347.75,977.06,131189.98,1407.66,8199.71,4950.28,1431175.59,42811.94,14845466.25
2013-10-28,1361,987.27,132983.3,1421.5,8282.37,4998.95,1444088.78,43440.4,15043133
2013-10-29,1349.25,979.88,132347.93,1409.49,8217.2,4955.73,1431081.88,43250.4,14980048.13
2013-10-30,1354.75,983.77,132961.92,1416.32,8255.58,4976,1436407.42,43270.7,15139331.25
2013-10-31,1324,973.89,129897.62,1380.73,8069.12,4863.05,1404433,42488.67,14924790
2013-11-01,1306.75,968.86,129080.76,1364.7,7970.52,4799.69,1386135.06,42325.95,14808744.38
2013-11-04,1320.5,977.39,130207.9,1374.44,8053.99,4850.2,1403658.29,42704.97,14994277.5
2013-11-05,1307.25,970.17,128822.95,1365.62,7970.04,4801.53,1387220.76,42552.95,14843823.75
2013-11-06,1319,975.05,130119.34,1373.67,8036.27,4844.69,1399392.99,42745.47,15046492.5
2013-11-07,1307.25,976.84,129476.57,1365.75,7962.2,4801.53,1387482.47,42375.8,14889577.5
2013-11-08,1285.5,962.96,127367.32,1348.42,7829.34,4721.64,1368993.16,41983.77,14667555
2013-11-11,1282.5,956.55,127275.29,1342.97,7812.09,4710.62,1375352.88,42022.07,14825700
2013-11-12,1281.25,953.49,127554.83,1344.41,7805.25,4706.03,1372699.22,42097.07,14852890.63
2013-11-13,1272.5,949.31,126505.58,1333.52,7753.09,4673.89,1364883.31,41731.95,14767362.5
2013-11-14,1286,955.53,128516.41,1350.62,7834.57,4723.48,1373319.27,42052.06,14843655
2013-11-15,1287.25,955.32,129091.85,1346.53,7842.18,4728.07,1368925.95,41994.27,14957845
2013-11-18,1283.5,948.98,128394.91,1338.24,7819.08,4714.29,1357878.76,41768.94,14930313.75
2013-11-19,1275.75,943.25,127836.51,1332.97,7772.76,4685.83,1347128.15,41750.81,14795510.63
2013-11-20,1257,933.64,125599.44,1312.87,7658.77,4616.96,1329843.09,41313.81,14653477.5
2013-11-21,1240,921.15,125295.8,1303.49,7555.57,4554.52,1317965,40928.04,14511100
2013-11-22,1246.25,921.48,126176.58,1311.99,7594.15,4577.48,1321398.63,40905.03,14574893.75
2013-11-25,1243,920.3,126413.1,1312.54,7573.1,4565.54,1319879.37,40966.16,14602142.5
2013-11-26,1247.5,919.95,126496.49,1314.93,7600.64,4582.07,1322287.56,41105.43,14673718.75
2013-11-27,1245,917.16,127120.72,1317.89,7585.04,4573.01,1321007.01,41319.12,14796825
2013-11-28,1245.5,915.84,127308.78,1318.42,7588.21,4574.72,1322035.91,41300.77,14939772.5
2013-11-29,1253,920.28,128263.33,1326.55,7634.78,4602.27,1326049.66,41449.41,14989012.5
2013-12-02,1229.5,906.95,126620.04,1307.88,7491.22,4516.32,1299827.34,40879.34,14471215
2013-12-03,1217.25,895.86,124701.17,1296.92,7415.97,4470.96,1291745.64,40468.38,14467016.25
2013-12-04,1227.5,905.47,126009.01,1312.26,7477.44,4508.61,1301640.88,40722.62,14711587.5
2013-12-05,1222.5,895.18,124756.11,1301.53,7446.61,4490.24,1295299.64,40324.14,14624156.25
2013-12-06,1233,901.05,126635.25,1310.86,7498.74,4528.81,1304575.41,40363.85,14749762.5
2013-12-09,1237,901.64,127553.24,1317.96,7511.44,4543.5,1302561,40485.76,14809982.5
2013-12-10,1266.25,919.47,130278.12,1344.82,7687.4,4650.94,1332348.19,41408.9,15176006.25
2013-12-11,1260.75,914.22,129182.74,1337.78,7654.89,4630.73,1326371.79,41314.46,15116392.5
2013-12-12,1225.25,890.86,126231.37,1303.24,7438.61,4500.34,1287798.77,40139.48,14730568.13
2013-12-13,1232,897.27,127068.48,1307.34,7479.72,4525.14,1296926.34,40495.51,14925680
2013-12-16,1234.75,897.74,127191.59,1306.18,7496.78,4535.24,1298462.92,40665.57,14946648.75
2013-12-17,1231.75,897.09,126537.67,1306.33,7477.95,4524.22,1294630.6,40608.94,14931889.38
2013-12-18,1230.5,894.1,126993.74,1311.77,7471.35,4519.63,1293563.13,40437.29,14969032.5
2013-12-19,1196,875,124659.07,1278.1,7261.27,4392.91,1267879.43,39440.79,14600170
2013-12-20,1195.25,874.33,124419.53,1276.29,7256.72,4390.15,1268399.24,39428.48,14596990.63
2013-12-23,1199,874.77,124690,1270.34,7278.17,4404.29,1271779.24,39154.53,14618807.5
2013-12-24,1199,877.3,125037.7,1273.88,7279.61,4403.93,1270100.47,39149.14,14627800
2013-12-25,1199,877.3,125037.7,1273.88,7279.61,4403.93,1270100.47,39149.14,14627800
2013-12-26,1199,875.66,125535.3,1275.68,7283.44,4403.93,1270040.75,39166.22,14627800
2013-12-27,1214.5,881.51,127492.13,1298.79,7370.31,4460.86,1280325.84,39560.5,14889770
2013-12-30,1204.5,871.91,126514.64,1284.18,7301.44,4424.13,1271168.9,39521.74,14706945
2013-12-31,1204.5,874.12,126598.97,1279.78,7291.92,4424.13,1271168.9,39579.85,14658765
2014-01-01,1204.5,874.12,126598.97,1279.78,7291.92,4424.13,1271168.9,39579.85,14658765
2014-01-02,1225,896.88,128655.62,1303.28,7411.98,4499.42,1286617.26,40553.62,14896000
2014-01-03,1234.5,906.82,128974.38,1311.35,7470.58,4534.32,1302582.55,40921.2,15023865
2014-01-06,1246.25,913.51,130264.27,1329.81,7543.05,4577.48,1327879.38,41406.64,15179325
2014-01-07,1227.5,902.14,128464.01,1319.01,7427.85,4508.61,1311399.45,40661.54,15021531.25
2014-01-08,1221,897.76,128003.52,1318.5,7388.52,4484.73,1300059.75,40479.5,14938935
2014-01-09,1226,902.43,128466.4,1331.25,7423.43,4503.1,1302747.42,40738.74,14944940
2014-01-10,1244.25,910.07,129582.4,1359.03,7530.32,4570.13,1320522.28,41107.83,15131946.38
2014-01-13,1248,914.05,128999.51,1356.01,7542.16,4583.9,1318699.08,41515.96,15038400
2014-01-14,1251.5,914.34,129655.39,1368.58,7560.56,4596.76,1325526.1,41691.2,15080575
2014-01-15,1236,909.19,129131.09,1352.06,7472.86,4539.83,1313497.14,41236.03,14937060
2014-01-16,1241.5,912.77,129413.95,1356.4,7518.15,4560.03,1320148.84,41475.09,15043876.25
2014-01-17,1250,922,130337.49,1368.81,7562.75,4591.25,1324687.5,41936.55,15112500
2014-01-20,1255.75,925.83,130641.94,1377.68,7600.68,4612.37,1335678.37,42435.23,15207132.5
2014-01-21,1238,914.02,129104.82,1359.14,7490.52,4547.17,1318841.16,42009.98,15020035
2014-01-22,1241,914.89,129368.04,1371.43,7509.66,4558.19,1324519.06,42118.6,15065740
2014-01-23,1263,923.21,130928.89,1405.15,7643.3,4639,1356398.79,43164.92,15364395
2014-01-24,1267,925.8,129683.78,1402.76,7663.83,4653.75,1368803.26,43854.35,15432060
2014-01-27,1260.5,921.86,129119.31,1394.05,7623.5,4629.82,1366003.79,43786.6,15415915
2014-01-28,1251.25,915.73,128615.98,1397.58,7571.06,4595.84,1352788.82,43510.65,15252737.5
2014-01-29,1264,926.38,129244,1409.49,7653.9,4642.61,1352922.22,44457.27,15376560
2014-01-30,1242.5,916.06,127623.38,1389.11,7529.55,4563.64,1329909.69,43441.09,15170925
2014-01-31,1251,927.66,127583.22,1394.8,7581.06,4594.92,1339007.67,44048.33,15274710
2014-02-03,1262,933.54,127783.8,1394.95,7647.72,4635.33,1368701.85,44599.71,15446880
2014-02-04,1250.25,925.39,126769.09,1385.46,7576.51,4592.11,1355020.71,43994.72,15256175.63
2014-02-05,1254.5,927.03,126955.4,1392.75,7602.27,4607.78,1352225.43,43743.47,15295491.25
2014-02-06,1256.5,923.93,127987.07,1389.94,7614.39,4615.19,1355763.5,43608.08,15321132.75
2014-02-07,1259.25,924.66,128714.23,1386.24,7635.34,4625.22,1352812.03,43828.49,15312480
2014-02-10,1277,935.7,130285.92,1410.89,7737.73,4690.42,1367922.34,44454.59,15544282.5
2014-02-11,1282,937.37,131251.15,1415.78,7769.69,4708.72,1372829.51,44581.54,15569890
2014-02-12,1289.5,948.96,132218.87,1416.97,7817.46,4736.4,1370222.51,44886.53,15583607.5
2014-02-13,1296,948.34,132405.83,1423.72,7858.43,4760.21,1381924.55,45635.39,15522840
2014-02-14,1320,964.49,134461.79,1448.96,8008.17,4848.43,1403687.87,46372.25,15609000
2014-02-17,1327.5,968.8,135278.89,1456.47,8050.09,4875.97,1407680.87,46747.91,15644587.5
2014-02-18,1320.75,960.48,135185.36,1447.08,8013.39,4851.18,1407523.21,46843.88,15644283.75
2014-02-19,1320.5,960.12,134974.9,1457.37,8023.89,4850.2,1407058.52,47149.1,15545586.25
2014-02-20,1316.25,959.89,134672.1,1456.89,8007.27,4834.52,1411283.19,46960.84,15548203.13
2014-02-21,1323.25,962.71,135864.68,1472.45,8060.44,4860.3,1418524,47104.05,15538924.75
2014-02-24,1334.75,972.39,136745.13,1477.5,8139.84,4902.47,1434188.88,47352.91,15546500.63
2014-02-25,1339,974.99,136819.01,1483.34,8203.52,4918.08,1436545.95,47824.38,15622782.5
2014-02-26,1331.75,974.43,136211.39,1479.24,8156.7,4891.45,1418713.02,47932.07,15501570
2014-02-27,1332.25,973.76,136002.73,1484.86,8164.56,4893.35,1423975.22,48181.48,15540696.25
2014-02-28,1326.5,960.43,135389.21,1468.37,8151.34,4872.23,1416038.75,47668.77,15399338.5
2014-03-03,1349.5,979.78,136886.53,1495.18,8294.3,4956.78,1444167.29,49354.99,15640030.25
2014-03-04,1334.75,971.26,136324.68,1482.84,8199.37,4902.54,1432787.32,48186.13,15476426.25
2014-03-05,1337,973.11,136815.19,1479.06,8193.4,4910.67,1431860.09,48241.17,15484465.5
2014-03-06,1345.25,972,138675.08,1475,8230.91,4941.1,1431547.66,48612.96,15440106.88
2014-03-07,1335.25,963.24,137964.7,1478.66,8179.74,4904.37,1416232.78,48681.88,15274592.38
2014-03-10,1344,968.33,138747.82,1492.58,8250.14,4936.51,1433376,48930,15274560
2014-03-11,1346.25,970.87,138912.8,1492.38,8266.24,4944.71,1433958.06,49087.96,15340518.75
2014-03-12,1366,982.38,140322.34,1520.56,8394.07,5017.32,1462234.63,49865.48,15606550
2014-03-13,1368.75,982.77,139790.42,1513.43,8398.79,5027.42,1463261.92,49924.45,15579796.88
2014-03-14,1385,994.61,140529.02,1535.62,8518.03,5087.1,1485827.73,50761.62,15726675
2014-03-17,1378.5,989.8,140096.94,1523.45,8516.51,5063.23,1471410.77,50036.08,15566711.25
