Date,US dollar (USD),Euro (EUR),Japanese yen (JPY),Canadian dollar (CAD),Chinese renmimbi (CNY),UAE dirham (AED),Russian ruble (RUB)
2015-04-27,1200,1102.59,142973.99,1451.82,7464.72,4407.66,62195.87
2015-04-28,1209,1100.94,143653.37,1454.43,7502.69,4440.72,62344.8
2015-04-29,1209,1084.31,143816.58,1446.57,7495.44,4440.72,61734.86
2015-04-30,1180.25,1053.28,141240.52,1429.58,7320.85,4335,60888.68
2015-05-01,1175.95,1047.85,141249.22,1430.25,7294.18,4319.32,61028.85
2015-05-04,1175.95,1053.58,141296.26,1424.84,7301.47,4319.32,61266.98
2015-05-05,1197,1069.94,143645.97,1437.36,7428.82,4396.64,60541.43
2015-05-06,1194.25,1051.79,142563.59,1428.98,7405.19,4386.54,60174.54
2015-05-07,1187,1054.03,141828.68,1442.5,7367.59,4359.91,59866.03
2015-05-08,1186,1057.18,142041.29,1439.21,7364.35,4356.24,60388.75
2015-05-11,1189.25,1066.45,142632.7,1436.73,7384.77,4368.17,61392.06
2015-05-12,1191.5,1059.44,142848.93,1429.56,7398.26,4376.44,59704.27
2015-05-13,1210.5,1066.29,144176.6,1449.76,7510.43,4446.23,59570.08
2015-05-14,1225,1076.45,146050.61,1465.22,7596.47,4499.49,61434.36
2015-05-15,1220.5,1066.78,145605.64,1465.51,7574.54,4482.96,60433.06
2015-05-18,1223.5,1076.65,146630.34,1484.35,7590.96,4493.98,60000.73
2015-05-19,1214.3,1091.26,146572.04,1486.91,7536.67,4460.18,60126.05
2015-05-20,1210.5,1090.3,146718.64,1479.84,7509.7,4446.23,60403.94
2015-05-21,1205,1083.49,145991.77,1472.03,7467.14,4426.03,60131.9
2015-05-22,1204.1,1092.3,146237.92,1479.36,7462.53,4422.72,60078.55
2015-05-25,1204.1,1092.3,146237.92,1479.36,7462.53,4422.72,60078.55
2015-05-26,1185.4,1087.77,145893.09,1472.21,7354.22,4354.03,59978.57
2015-05-27,1185.85,1090.39,146778.56,1480.18,7353.93,4355.69,61462.58
2015-05-28,1185,1085.31,147218.46,1481.43,7348.42,4352.56,62696.56
2015-05-29,1191.4,1086.7,147846.75,1487.16,7384.89,4376.07,62664.53
2015-06-01,1199.9,1101.08,149393.52,1505.03,7438.78,4407.29,63954.65
2015-06-02,1192.8,1071.84,148032.41,1484.2,7393.45,4381.21,63369.56
2015-06-03,1190,1056.32,147732.54,1481.13,7375.14,4370.93,64459.01
2015-06-04,1176,1042.37,146417.87,1466.12,7292.38,4319.62,65669
2015-06-05,1164.6,1048.29,146326.14,1452.84,7224.48,4277.69,65937.01
2015-06-08,1172.8,1046.72,146998.72,1459.84,7277.93,4307.75,65905.48
2015-06-09,1177.4,1047.09,146450.88,1451.56,7306.59,4324.65,65467.14
2015-06-10,1188.5,1051.54,145799.22,1457.4,7375.95,4365.42,64208.11
2015-06-11,1178.5,1049,145739.19,1450.14,7314.36,4328.63,64555.28
2015-06-12,1182.8,1049.65,145815.56,1454.96,7342.94,4344.48,65260.96
2015-06-15,1181.4,1049.81,145891.06,1457.31,7335.31,4339.34,64398.7
2015-06-16,1177.75,1048.33,145375.57,1452.52,7311.94,4325.93,63641.18
2015-06-17,1178,1048.65,146366.5,1451.18,7314.91,4326.85,63812.55
2015-06-18,1201.85,1053.98,147809.49,1465.84,7460.48,4414.45,64315.49
2015-06-19,1203.4,1062.23,147729.37,1478.14,7472.51,4419.91,65263.38
2015-06-22,1185.5,1040.23,146071.38,1455.91,7361.36,4354.04,63861.87
2015-06-23,1178,1053.34,145936.52,1452.94,7311.61,4326.85,63812.55
2015-06-24,1173.75,1049.44,145944.07,1455.33,7285.58,4311.18,63821.47
2015-06-25,1172.65,1047.71,145050.92,1447.99,7281.45,4306.97,64172.38
2015-06-26,1170.5,1050.67,145089.31,1449.14,7267.63,4299.25,64494.54
2015-06-29,1176,1054.66,144254.03,1456.06,7301.43,4319.27,65168.03
2015-06-30,1171,1050.98,143289.4,1461.93,7261.37,4301.02,65242.14
2015-07-01,1168,1052.06,143599.75,1465.14,7242.88,4290.06,64875.38
2015-07-02,1165.25,1049.35,143401.48,1463.79,7230.26,4279.73,64630.18
2015-07-03,1167.95,1052.16,143336.65,1468.46,7247.95,4289.94,65213.94
2015-07-06,1166,1052.87,143015.73,1471.84,7239.93,4282.66,65983.94
2015-07-07,1156.25,1057.34,141299.52,1475.84,7180.31,4246.85,66547.1
2015-07-08,1158.5,1047,140242.21,1474.42,7193.59,4255.23,66468.94
2015-07-09,1164.25,1054.05,141252.63,1482.9,7228.59,4276.35,66391.35
2015-07-10,1159.3,1037.59,142228.69,1475.32,7198.32,4258.17,65669.69
2015-07-13,1154,1048.09,142467.05,1473.48,7164.49,4238.7,65535.65
2015-07-14,1157.4,1052.18,142852.07,1473.83,7186.18,4251.13,65461.95
2015-07-15,1147.4,1047.23,142203,1479.8,7124.44,4214.34,65189.51
2015-07-16,1144.4,1049.57,141957.08,1479.71,7106.15,4203.44,64736.13
2015-07-17,1132.8,1043.72,140427.52,1469.98,7034.12,4160.83,64671.54
2015-07-20,1104.6,1016.8,137252.04,1432.89,6859.23,4057.25,62806.17
2015-07-21,1105.6,1011.2,136906.42,1429.71,6865.33,4060.98,62809.39
2015-07-22,1088.6,999.5,135035.37,1417.9,6759.66,3998.48,62134.01
2015-07-23,1097.4,999.59,136115.98,1425.96,6814.3,4030.8,63095
2015-07-24,1080.8,985.64,133700.33,1412.12,6711.23,3969.83,63420.78
2015-07-27,1100,990.86,135431.99,1433.02,6830.45,4040.35,65336.42
2015-07-28,1096.2,993.16,135495.79,1423.31,6806.74,4026.4,66348.05
2015-07-29,1090.25,988.26,134994.75,1406.2,6769.47,4004.54,64592.4
2015-07-30,1087.5,995.47,135214.3,1417.12,6752.94,3994.44,64816.62
2015-07-31,1098.4,994.16,136086.24,1428.96,6820.73,4034.2,67029.46
2015-08-03,1091.9,995.12,135346.44,1432.57,6780.37,4010.6,68171.28
2015-08-04,1090.65,995.07,135164.23,1431.8,6772.5,4006.07,68759.19
2015-08-05,1085.1,998.57,135632.05,1428.21,6738.04,3985.46,68274.75
2015-08-06,1089.75,998.58,135908.17,1434.87,6767.02,4002.71,69818.64
2015-08-07,1093.5,999.59,135927.51,1430.68,6790.31,4016.32,69967.31
2015-08-10,1097,999.04,136603.92,1434.71,6812.04,4029.34,69663.89
2015-08-11,1108.25,1003.17,138359.46,1454.91,7007.57,4070.66,71437.95
2015-08-12,1119,1000.04,138616.13,1453.02,7147.05,4110.14,71953.09
2015-08-13,1116.75,1003.6,138973.94,1461.38,7146.08,4101.99,72487.96
2015-08-14,1118.25,1006.44,138992.88,1461.44,7147.63,4107.22,72317.77
2015-08-17,1118.8,1010.25,139150.73,1466.97,7154.39,4109.41,73003.63
2015-08-18,1111.45,1007.25,138281.04,1453.22,7106.39,4082.41,73127.85
2015-08-19,1126.15,1018.63,139946.64,1479.31,7202.29,4136.4,74413.17
2015-08-20,1147.7,1024.87,141884.41,1503.43,7332.65,4215.56,77088.41
2015-08-21,1156.5,1022.19,141584.5,1521.55,7388.53,4247.88,79279.23
2015-08-24,1166.5,1007.73,138510.2,1538.79,7470.73,4284.61,82433.1
2015-08-25,1137.5,996.85,136391.94,1510.71,7294.1,4178.21,78597.99
2015-08-26,1120.75,982.73,133565.37,1490.82,7184.57,4116.57,77882.87
2015-08-27,1119,997.73,135057.7,1482.34,7167.53,4110.2,74185.21
2015-08-28,1135,1011.45,137340.66,1501.09,7250.95,4168.74,74577.72
2015-08-31,1135,1012.94,137544.97,1510.12,7237.1,4168.91,75727.18
2015-09-01,1142.3,1014.61,136933.19,1508.52,7270.17,4195.67,75775.88
2015-09-02,1137.75,1013.09,136717.72,1513.83,7231.43,4178.96,77115.27
2015-09-03,1128,1016.54,135670.19,1484.67,7169.45,4143.09,74870.6
2015-09-04,1118.25,1006.03,133278.62,1482.41,7107.48,4107.22,75420.93
2015-09-07,1119.5,1003.23,133606.71,1488.6,7126.62,4111.87,76996.12
2015-09-08,1121.15,1002.32,134257.7,1483.84,7138.59,4117.98,76530.25
2015-09-09,1109.85,993.82,134252.98,1463.45,7078.4,4076.37,75597.97
2015-09-10,1109.5,988.64,134044.23,1470.7,7075.5,4075.3,75214.39
2015-09-11,1100.25,974.79,132684.63,1463.72,7014.09,4040.94,75020.16
2015-09-14,1104.8,978.31,132647.77,1464.85,7035.25,4057.82,74399.14
2015-09-15,1105.95,980.89,132940.7,1467.43,7044.9,4062.26,74044.44
2015-09-16,1117.6,989.42,134709.89,1474.62,7120.12,4105.06,72973.68
2015-09-17,1117.5,987.5,135111.34,1473.03,7114,4104.13,73563.9
2015-09-18,1141.5,1003.34,136928.62,1495.02,7264.85,4192.39,75059.32
2015-09-21,1133.25,1012.28,136584.95,1501.44,7217.78,4161.69,75040.69
2015-09-22,1122.9,1008.58,134787.28,1492,7159.61,4124.3,74720.56
2015-09-23,1131.35,1015.12,136322,1503.22,7222.42,4155.11,74242.16
2015-09-24,1154.5,1022.72,137737.61,1541.66,7368.94,4240.02,76746.24
2015-09-25,1146.65,1026.22,138532.49,1529.23,7309.2,4211.3,75227.1
2015-09-28,1131.05,1009.1,135601.56,1512.21,7203.66,4153.89,74257.66
2015-09-29,1132.1,1009.05,135767.06,1518.26,7204.23,4158.26,74295.75
2015-09-30,1114,997.99,133418.21,1493.54,7081.81,4091.55,73084.97
2015-10-01,1119,998.75,133882.74,1480.66,7113.59,4110.09,73354.36
2015-10-02,1140.75,1011.71,136005.91,1507.27,7251.86,4190.03,75695.59
2015-10-05,1139.75,1016.59,137094.82,1493.76,7245.5,4186.24,73696.22
2015-10-06,1147.5,1018.82,137912.28,1499.9,7294.77,4214.82,73140.78
2015-10-07,1144.6,1018.6,137323.36,1489.81,7276.34,4203.54,71536.62
2015-10-08,1140,1010.86,136640.38,1487.59,7243.22,4187.16,71015.72
2015-10-09,1151.55,1014.18,138548.7,1488.61,7306.93,4229.58,70826.06
2015-10-12,1164.9,1024.31,139688.96,1509.42,7365.66,4278.74,71401.95
2015-10-13,1165.2,1024.49,139666.68,1511.73,7390.75,4279.66,72890.12
2015-10-14,1173.9,1026.5,139993.42,1525.25,7451.56,4311.62,73857.07
2015-10-15,1184.25,1040.05,140351.39,1526.08,7515.25,4349.22,73688.46
2015-10-16,1180.85,1037.93,140751.39,1525.36,7501.82,4337.38,72902.7
2015-10-19,1175.4,1039.26,140430.89,1525.43,7475.66,4317.13,73225.35
2015-10-20,1177.75,1038.35,141229.88,1524.6,7477.3,4325.58,72916.02
2015-10-21,1167.1,1027.87,139999.45,1528.43,7408.98,4286.82,73440.05
2015-10-22,1167,1045.65,140465.94,1529.82,7419.09,4286.45,73188.45
2015-10-23,1161.25,1052.57,140668.01,1527.51,7373.94,4265.21,72052.36
2015-10-26,1166.4,1055.71,141035.24,1532.01,7410.02,4283.84,73297.03
2015-10-27,1165.7,1054.93,140245.36,1543.33,7405.92,4281.73,75596.57
2015-10-28,1179.6,1066.02,142200.75,1550.88,7501.31,4332.73,75178.85
2015-10-29,1148.6,1047.95,139141.39,1512.76,7301.3,4218.69,73703.92
2015-10-30,1142.35,1034.13,137853.05,1494.59,7216.79,4195.74,72933.61
2015-11-02,1134,1027.69,136822.77,1484.01,7187.18,4165.29,72621.35
2015-11-03,1123.1,1025.48,136069.16,1472.61,7116.63,4125.09,70433.11
2015-11-04,1114.7,1026.29,135530.78,1464.55,7062.74,4094.18,70201.01
2015-11-05,1106.3,1018.36,134492.86,1456.39,7021.24,4063.49,70177.57
2015-11-06,1088.9,1013.73,134125.23,1448.18,6917.78,3999.26,70477.67
2015-11-09,1089.6,1014.05,134331.31,1446.55,6932.25,4002.15,70297.98
2015-11-10,1087.1,1016.6,134001.36,1441.77,6915.91,3992.81,70088.85
2015-11-11,1085.9,1012.16,133467.94,1441.1,6913.38,3988.24,70415.71
2015-11-12,1087.4,1011.11,133679.5,1447.66,6925.87,3994.07,71717.34
2015-11-13,1081.5,1007.78,132824.41,1443.37,6893.48,3972.08,72283.4
2015-11-16,1084.75,1012.18,133516.44,1450.2,6912.46,3984.29,72233.5
2015-11-17,1079.2,1013.29,133232.62,1437.76,6883.78,3963.63,70404.03
2015-11-18,1067.75,1002.87,131952.53,1424.8,6817.48,3921.58,69476.77
2015-11-19,1082.6,1008.34,132948.67,1436.39,6911.32,3976.44,70025.26
2015-11-20,1081.75,1013.82,132822.66,1441.97,6906.97,3973.38,70172.57
2015-11-23,1070.5,1008.15,131623.31,1430.13,6840.07,3932.05,70195.4
2015-11-24,1076.4,1011.61,131810.54,1435.49,6877.66,3953.62,70780.01
2015-11-25,1068,1007.36,131230.5,1421.94,6823.66,3922.66,70098.17
2015-11-26,1071,1008.57,131256.4,1424,6843.26,3933.73,70530.7
2015-11-27,1057.4,998.07,129811.7,1413.27,6762.28,3883.78,69854.48
2015-11-30,1061.9,1005.44,130911.02,1414.08,6794.14,3900.41,70135.82
2015-12-01,1065.4,1004.38,130911.01,1424.76,6817.07,3913,70952.96
2015-12-02,1055.4,998.2,130304.95,1408.69,6753.29,3876.38,70566.66
2015-12-03,1055.45,972.63,130005.03,1413.62,6751.92,3876.56,71853.07
2015-12-04,1079.25,991.18,132871.85,1440.74,6909.36,3964.03,73483.48
2015-12-07,1075.8,991.29,132603.08,1450.93,6893.94,3951.3,74140.08
2015-12-08,1072.1,986.2,131787.86,1453.34,6879.88,3937.71,74382.28
2015-12-09,1081,986.09,131979.29,1465.29,6948.67,3970.62,74524.13
2015-12-10,1071,979.25,130158.63,1455.54,6894.88,3933.68,73703.53
2015-12-11,1072.5,975.27,129756.4,1469.97,6923.31,3939.13,74835.02
2015-12-14,1068.25,968.71,128959.13,1468.74,6899.93,3923.63,75519.93
2015-12-15,1061.5,971.98,129211.08,1460.2,6858.35,3898.78,74354.77
2015-12-16,1075.25,982.55,130992.33,1486.85,6960.42,3949.28,75737.92
2015-12-17,1049.4,968.62,128735.12,1463.02,6803.99,3854.34,74342.78
2015-12-18,1062.5,979.76,129109.69,1476.56,6886.59,3902.67,75102.86
2015-12-21,1078.75,988.09,130642.01,1508.04,6991.16,3961.65,76882.5
2015-12-22,1074.9,980.17,129955.39,1498.09,6964.06,3948.21,76532.87
2015-12-23,1068.25,981.89,129252.9,1480.54,6919.91,3923.79,74854.31
2015-12-24,1068.25,974.81,128494.44,1479.74,6918.84,3923.68,75012.5
2015-12-25,1068.25,974.81,128494.44,1479.74,6918.84,3923.68,75012.5
2015-12-28,1068.25,973.66,128515.81,1483.53,6930.81,3923.57,76980.77
2015-12-29,1070.1,981.2,128925.63,1481.61,6939.81,3930.37,77178.32
2015-12-30,1060,971.27,127804.19,1472.07,6879.61,3893.27,77558.22
2015-12-31,1060,975.79,127512.7,1472.45,6883.22,3893.38,77417.09
2016-01-01,1060,975.79,127512.7,1472.45,6883.22,3893.38,77417.09
2016-01-04,1082.25,1001.67,129096.18,1508.98,7054,3975.16,79028.59
2016-01-05,1077,1004.57,128324.54,1505.75,7021.72,3955.93,79011.4
2016-01-06,1091.4,1015.26,129489.13,1538,7157.62,4008.82,81478.46
2016-01-07,1106.35,1021.28,130670.96,1555.97,7294.27,4063.68,82367.74
2016-01-08,1101.85,1010.36,129715.26,1559.12,7259.87,4046.98,82087.81
2016-01-11,1100.75,1014.14,129178.51,1561.74,7244.7,4043.11,83671.46
2016-01-12,1085.4,1002.59,128017.48,1549.08,7137.05,3986.56,83068.35
2016-01-13,1088.15,1002.95,128722.69,1551.59,7155.78,3996.66,82991.17
2016-01-14,1088.4,1004.11,128523.69,1562.56,7170.92,3997.75,83019.76
2016-01-15,1093.75,998.68,127821.08,1584.3,7204.53,4017.23,84998.04
2016-01-18,1089.2,1001.52,127866.62,1581.19,7166.17,3999.81,86184.29
2016-01-19,1086.25,996.7,127943.94,1577.34,7145.57,3989.52,85314.78
2016-01-20,1101.75,1011.06,128083.93,1612.58,7248.96,4046.45,90169.3
2016-01-21,1096.5,1013.07,128624.92,1572.49,7214.2,4027.55,92370.52
2016-01-22,1096.25,1012.75,129911.09,1549.33,7212.67,4026.25,86022.72
2016-01-25,1106.6,1021.56,131226.13,1575.41,7280.76,4064.6,88041.08
2016-01-26,1113.6,1026.5,131878.05,1569.4,7327.26,4090.25,87902
2016-01-27,1116.25,1026.82,132537.93,1573.52,7342.58,4100.04,87373.8
2016-01-28,1114,1018.33,132226.22,1568.73,7325.55,4091.16,85578.87
2016-01-29,1111.8,1027.49,134600.03,1564.58,7314.31,4083.7,83608.73
2016-02-01,1126.5,1034.1,136334.66,1577.89,7411.24,4137.35,86311.74
2016-02-02,1128.5,1035.27,135707.76,1587.8,7425.19,4145.04,88979.39
2016-02-03,1132,1024.48,133559,1567.71,7447.77,4157.55,88892.43
2016-02-04,1156.35,1035.23,135449.03,1582.99,7606.24,4247.33,88280.83
2016-02-05,1150.35,1032.31,134608.19,1592.54,7557.22,4225.35,88865.26
2016-02-08,1193.25,1070.42,137909.87,1666.85,7839.06,4382.81,93231.6
2016-02-09,1191,1053.1,136619.6,1645.84,7824.27,4374.48,93791.25
2016-02-10,1190,1063.02,136284.74,1656.54,7817.7,4370.99,93594.98
2016-02-11,1241,1094.02,138836.88,1734.79,8152.75,4558.32,99798.11
2016-02-12,1239.75,1102.59,139781.81,1723.44,8144.54,4553.66,97651.99
2016-02-15,1208.2,1084.12,138338.89,1670.76,7846.53,4437.84,93504.09
2016-02-16,1209.5,1085.29,137647.14,1679.63,7878.44,4442.49,94159.56
2016-02-17,1210,1086.81,138272.74,1656.85,7896.46,4444.45,91111.47
2016-02-18,1210.1,1090.23,137485.48,1657.35,7887.19,4444.64,91652.95
2016-02-19,1231.15,1108.5,138842.92,1703.42,8027.22,4522.2,95694.2
2016-02-22,1211,1098.16,136812.71,1657.31,7894.75,4448.06,91342.69
2016-02-23,1221.35,1107.9,136882.78,1685.46,7971.14,4486.02,93143.19
2016-02-24,1250.75,1134.78,139052.12,1723.78,8171.15,4594.07,96004.43
2016-02-25,1236,1120.28,139278.66,1680.71,8076.15,4539.95,94286.7
2016-02-26,1226.5,1122.5,139729,1660.68,8017.75,4504.93,92651.34
2016-02-29,1234.9,1136.53,139389.33,1672.8,8085.01,4535.85,92670.76
2016-03-01,1236.5,1138.63,140454.03,1662.29,8095.61,4541.73,91494.81
2016-03-02,1239.2,1144.44,141175.84,1666.48,8118.49,4551.58,91045.55
2016-03-03,1250.25,1143.66,142009.64,1672.83,8180.51,4592.29,91495.65
2016-03-04,1277.5,1160.63,145385.88,1707.7,8330.96,4692.38,92177.23
2016-03-07,1267.9,1154.37,143931.98,1685.93,8260.49,4656.93,90884.64
2016-03-08,1267,1146.24,142505.81,1698.67,8242.34,4653.69,92361.12
2016-03-09,1246.4,1132.01,140712.3,1657.96,8120.29,4577.96,88566.05
2016-03-10,1266.5,1136.23,143621.09,1688.31,8252.39,4651.85,90204.87
2016-03-11,1264.75,1133.39,143568.1,1674.91,8219.61,4645.43,88590.99
2016-03-14,1242.75,1118.89,141170.17,1651.74,8071.91,4564.68,87992.9
2016-03-15,1232,1108.71,139049.67,1646.07,8020.94,4525.2,87502.79
2016-03-16,1228.5,1109.31,139631.3,1641.52,8011.05,4512.4,86331.29
2016-03-17,1266.5,1119.16,140980.43,1644.42,8223.64,4651.98,86245.55
2016-03-18,1252.1,1108.89,139477.65,1625.41,8104.34,4598.84,85214.78
2016-03-21,1244.9,1105.64,138949.49,1626.71,8074.17,4572.39,84513.14
2016-03-22,1252.5,1115.66,140054.54,1634.89,8132.11,4600.43,84388.81
2016-03-23,1217.6,1089.58,137174.79,1607.72,7910.62,4472.12,83242
2016-03-24,1221,1093.74,137545.64,1620.2,7954.81,4484.49,84630.62
2016-03-25,1221,1093.74,137545.64,1620.2,7954.81,4484.49,84630.62
2016-03-28,1221,1088.72,138284.34,1610.68,7956.04,4484.61,83555.33
2016-03-29,1226,1096.06,139028.39,1613.78,7983.1,4502.97,84605.52
2016-03-30,1236.25,1088.73,139022.48,1599.71,8007.69,4540.75,83253.71
2016-03-31,1237,1085.52,139032.6,1600,8000.42,4543.5,82705.8
2016-04-01,1213.6,1069.72,136390.41,1588.78,7845.68,4457.49,82536.92
2016-04-04,1219.75,1071.7,135703.27,1592.69,7885.44,4480.14,83158.77
2016-04-05,1231.25,1082.37,136022.33,1623.03,7969.76,4522.44,85330.23
2016-04-06,1221.4,1073.81,134360.08,1605.65,7916.99,4486.2,83495.68
2016-04-07,1242.1,1091.28,134028.78,1634.66,8040.73,4562.36,84765.54
2016-04-08,1239.5,1086.57,134380.38,1608.13,8026.13,4552.75,83083.68
2016-04-11,1254.75,1096.52,135280.86,1620.38,8117.98,4608.82,83796.15
2016-04-12,1254.6,1102.9,136205.62,1611.72,8104.21,4608.14,82771.47
2016-04-13,1245.75,1104.05,136129.32,1591.26,8057.26,4575.64,81676.02
2016-04-14,1233.85,1095.49,134717.89,1584.02,8004.6,4531.99,81440.25
2016-04-15,1227.1,1086.17,133428.68,1579.89,7953.57,4507.14,81752.46
2016-04-18,1234.3,1089.55,134199.23,1585.58,7998.63,4533.58,82229.05
2016-04-19,1255.4,1103.6,137234.02,1588.52,8125.2,4611.08,82277.33
2016-04-20,1252,1104.69,136749.69,1585.41,8099.56,4598.6,82311.17
2016-04-21,1249.25,1106.56,136742.89,1587.67,8094.14,4588.56,82412.26
2016-04-22,1243.25,1106.05,138591.28,1572.59,8072.42,4566.58,82202.13
2016-04-25,1238.9,1099.44,137437.36,1568.82,8049.13,4550.48,82194.8
2016-04-26,1241.7,1098.12,138033.57,1567.71,8062.11,4560.64,82000.3
2016-04-27,1247.4,1102.92,138798.17,1577.84,8099.62,4581.57,82166.23
2016-04-28,1256,1110.03,136351.36,1575.21,8140.14,4613.16,81092.05
2016-04-29,1285.65,1122.5,137558.11,1610.4,8336.8,4722.13,83159.04
2016-05-02,1285.65,1116.65,136973.13,1611.82,8336.8,4722.19,83596.16
2016-05-03,1294,1123.51,137442.21,1642.6,8377.74,4752.73,86303.32
2016-05-04,1283,1116.38,137171.94,1649.81,8339.76,4712.52,84957.05
2016-05-05,1280.25,1123.08,137492.43,1645.76,8329.05,4702.36,84186.03
2016-05-06,1289,1128.43,137484.73,1666.1,8381.46,4734.37,84956.36
2016-05-09,1265.25,1110.06,137102.47,1641.91,8233.36,4647.39,84075.86
2016-05-10,1262.8,1108.16,137702,1634.76,8227.14,4638.33,83714.21
2016-05-11,1276.85,1116.81,138672.27,1641.39,8314.85,4690,83287.31
2016-05-12,1279.25,1121.76,139080.04,1639.61,8330.35,4698.81,83355.92
2016-05-13,1265.9,1120.41,138109.67,1637.5,8254.17,4649.78,82626.1
2016-05-16,1285.75,1134.72,139921.74,1658.1,8384.25,4722.56,83568.92
2016-05-17,1277,1126.5,139129.15,1647.46,8329.49,4690.42,82586.84
2016-05-18,1272.9,1128.51,139503.45,1647,8319.16,4675.36,83072.63
2016-05-19,1246.25,1112.23,136994.02,1637.76,8155.96,4577.41,83623.36
2016-05-20,1254.2,1118.52,138532.64,1646.83,8206.73,4606.55,83796.23
2016-05-23,1245.9,1112.46,136357.5,1639.23,8163.01,4576.25,83538.39
2016-05-24,1236.85,1108.24,135911.24,1620.33,8108.79,4542.95,82401.27
2016-05-25,1220.6,1095.25,134601.64,1597.03,8009.33,4483.14,80042.36
2016-05-26,1223.85,1094.24,134225.72,1588.68,8029.92,4495.08,80465.07
2016-05-27,1216.25,1092.62,133611.14,1585.08,7978.23,4467.23,80717.22
2016-05-30,1216.25,1091.98,135094.97,1589.94,8005.97,4467.29,80229.93
2016-05-31,1212.1,1088.79,134427.93,1585.55,7981.68,4451.92,80091.01
2016-06-01,1214.5,1087.04,132981.67,1590.08,7994.45,4460.98,81274.34
2016-06-02,1212.4,1086.38,131624.18,1589.27,7976.86,4453.27,81865.78
2016-06-03,1240.5,1094.64,132429.56,1607,8169.06,4556.48,81880.74
2016-06-06,1244,1094.45,133450.09,1597.3,8166.73,4569.27,81171.8
2016-06-07,1241,1092.96,133072.42,1588.48,8155.85,4558.07,80666.53
2016-06-08,1263,1108.53,134711.57,1602.37,8298.54,4638.94,80623.59
2016-06-09,1263.9,1115.98,134561.1,1608.06,8304.45,4642.18,81083.92
2016-06-10,1275.5,1129.01,136357.33,1624.67,8380.67,4684.78,82604.62
2016-06-13,1280.8,1133.4,136155.41,1634.24,8435.73,4704.25,84278.27
2016-06-14,1287.15,1148.22,136334.92,1654.5,8483.22,4727.64,85080.6
2016-06-15,1283.3,1142.23,135830.85,1656.29,8453.99,4713.43,84065.75
2016-06-16,1310.75,1175.93,136232.8,1708.56,8629.98,4814.25,86327.62
2016-06-17,1290.7,1147.44,134600.63,1661.65,8507,4740.61,83782.55
2016-06-20,1281.8,1130.63,133832.7,1639.87,8433.35,4707.67,81983.9
2016-06-21,1272.6,1129.09,133031.21,1630.58,8372.18,4674.13,81613.41
2016-06-22,1264.85,1121.12,132448.75,1621.35,8324.73,4645.92,81446.83
2016-06-23,1262.15,1111.98,133421.86,1610,8302.42,4635.81,81196.49
2016-06-24,1315.5,1183.48,134404.63,1697.72,8702.03,4831.7,85357.86
2016-06-27,1324.55,1206.77,134693.45,1735.62,8793.82,4864.87,86625.55
2016-06-28,1309.7,1185.2,134617.49,1713.28,8706.49,4810.53,84695.86
2016-06-29,1321.5,1190.22,135645.35,1717.22,8783.35,4853.74,84144.84
2016-06-30,1320.75,1188.85,135495.74,1715.26,8774.53,4851.25,84366.19
2016-07-01,1340,1203.74,137571.09,1728.13,8922.39,4921.55,85887.28
2016-07-04,1350.75,1212.8,138499.14,1734.36,9000.86,4961.3,86228.49
2016-07-05,1350.75,1215.91,137175.41,1749.76,9008.15,4961.37,87269.44
2016-07-06,1366.25,1234.03,137793.14,1780.7,9140.21,5018.37,88198.26
2016-07-07,1356.7,1225.29,136721.43,1755.09,9067.37,4983.02,86733.82
2016-07-08,1354.25,1227.29,136163.06,1772.1,9057.63,4974.02,86602.59
2016-07-11,1357.1,1228.59,139258.79,1777.53,9076.01,4984.76,86929.91
2016-07-12,1342.4,1212.7,140334.48,1749.89,8973.94,4930.7,85870.82
2016-07-13,1342.75,1209.3,139988.39,1743.29,8985.95,4932.05,85856.3
2016-07-14,1323.6,1191.95,139447.86,1710.55,8851.84,4861.71,83347.06
2016-07-15,1327,1198.68,140403.23,1716.74,8865.02,4873.94,84191.5
2016-07-18,1334.7,1206.18,141298,1735.44,8941.15,4902.22,84252.93
2016-07-19,1330.9,1208.65,141574.48,1733.56,8903.59,4888.53,84317.49
2016-07-20,1315.9,1195.24,140439.41,1714.62,8787.58,4833.43,83437.98
2016-07-21,1321.15,1201.26,140484.46,1721.59,8821.19,4852.72,84523.86
2016-07-22,1320.75,1203.14,140349.5,1739.29,8810.33,4850.98,85571.38
2016-07-25,1313.15,1196.6,139305.5,1736.97,8771.71,4823.33,85751.96
2016-07-26,1323,1204.42,138445.32,1748.08,8832.61,4859.51,87587.54
2016-07-27,1329,1209.34,140408.84,1756.61,8863.9,4881.55,88047.97
2016-07-28,1341.75,1210.58,140662.35,1769.63,8932.83,4928.38,89466.2
2016-07-29,1342,1200.09,137534.85,1750.03,8931.01,4929.3,88845.41
2016-08-01,1349.65,1208.12,138163.65,1767.91,8960.46,4957.2,89751.72
2016-08-02,1363.75,1215.03,137704.64,1781.12,9054.48,5009.19,90614.36
2016-08-03,1358.9,1216.24,137649.76,1779.34,9008.28,4991.37,90685.36
2016-08-04,1362.75,1223.46,137767.19,1777.16,9046.21,5005.24,90239.6
2016-08-05,1340.4,1210.79,136553.24,1766.44,8907.09,4923.42,87506.31
2016-08-08,1336.8,1207.1,137068.75,1760.56,8906.16,4910.06,86425.77
2016-08-09,1341,1206.8,136641.18,1759.19,8933.88,4925.63,86766.05
